title,price,price_raw,location,link,scraped_at,source
Discover the Exceptional ~ Live Where the Action Is,2270,"$2,270",Turtle Creek/ Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-discover-the-exceptional-live/7928489495.html,2026-04-18T06:24:09.123463,craigslist
"Hurry! Only 5 Units Left - No Deposit, No Lease",1507,"$1,507","12745 N Fwy, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-hurry-only-units-left-no/7927527986.html,2026-04-18T06:24:09.123506,craigslist
STUNNING HISTORIC ELEGANCE W/ UP TO 6 WEEKS FREE,3316,"$3,316",Uptown/ Oaklawn/ Highland Park,https://dallas.craigslist.org/dal/apa/d/dallas-stunning-historic-elegance-up-to/7928489272.html,2026-04-18T06:24:09.123581,craigslist
SUNLIT SPACES ~ HIGHLY DESIRED LOCATION,1280,"$1,280",Las Colinas/ Valley Ranch/ Coppell,https://dallas.craigslist.org/mdf/apa/d/irving-sunlit-spaces-highly-desired/7928489023.html,2026-04-18T06:24:09.123634,craigslist
PEACEFUL RETREAT ~ PREMIER NEIGHBORHOOD,1260,"$1,260",Las Colinas/ Valley Ranch/ Coppell,https://dallas.craigslist.org/mdf/apa/d/irving-peaceful-retreat-premier/7928489000.html,2026-04-18T06:24:09.123681,craigslist
1st month only $599,1300,"$1,300","2333 Escalante Ave, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-1st-month-only-599/7927596423.html,2026-04-18T06:24:09.123727,craigslist
"Energy-Efficient Appliances, Gated Community, Public Transportation",999,$999,"6603 E Lovers Ln, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-energy-efficient-appliances/7925130643.html,2026-04-18T06:24:09.123773,craigslist
"Range, Controlled Access, Recycling",1097,"$1,097","7310 Marvin D. Love Fwy, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-range-controlled-access-recycling/7926710533.html,2026-04-18T06:24:09.123820,craigslist
"Jogging Trails ~Walk to Bath House Cultural Center, & Dallas Arboretum",1738,"$1,738",White Rock Lake/ Tenison Park/ Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-jogging-trails-walk-to-bath/7928488905.html,2026-04-18T06:24:09.123865,craigslist
"Close to Freeway, Cable Ready, Fireplace",825,$825,"7610 Skillman St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-close-to-freeway-cable-ready/7928488891.html,2026-04-18T06:24:09.123910,craigslist
"JOGGING TRAIL, PARK, BEAUTIFUL CANAL VIEWS",2050,"$2,050",Las Colinas/ Valley Ranch/ Coppell,https://dallas.craigslist.org/mdf/apa/d/irving-jogging-trail-park-beautiful/7928488808.html,2026-04-18T06:24:09.123955,craigslist
"Floor to Ceiling Windows, Heated Pool",2244,"$2,244",North Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-floor-to-ceiling-windows-heated/7928488766.html,2026-04-18T06:24:09.124000,craigslist
"Spacious, w/d connections, assigned covered parking, fireplace & more!",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-spacious-d-connections-assigned/7928488762.html,2026-04-18T06:24:09.124046,craigslist
SOUGHT AFTER LOCATION ~ LUXE AMENITIES,1296,"$1,296",Grapevine/ Roanoke/ Keller,https://dallas.craigslist.org/ftw/apa/d/fort-worth-sought-after-location-luxe/7928488704.html,2026-04-18T06:24:09.124090,craigslist
SOUGHT AFTER LOCATION ~ LUXE AMENITIES + NORTHWEST ISD,1425,"$1,425",Grapevine/ Roanoke/ Keller,https://dallas.craigslist.org/ftw/apa/d/fort-worth-sought-after-location-luxe/7928488663.html,2026-04-18T06:24:09.124134,craigslist
"Refrigerator, Near Public Transportation, Electronic Thermostat",1130,"$1,130","1455 N. Perry Rd, Carrollton, TX",https://dallas.craigslist.org/ndf/apa/d/carrollton-refrigerator-near-public/7925129396.html,2026-04-18T06:24:09.124179,craigslist
TIMELESS CHARM ~ ULTIMATE CONVENIENCE,2290,"$2,290",DALLAS/WEST VILLAGE,https://dallas.craigslist.org/dal/apa/d/dallas-timeless-charm-ultimate/7928488591.html,2026-04-18T06:24:09.124224,craigslist
"Updated Interiors, BBQ/Picnic Area, Washer/Dryer Connections",1445,"$1,445","2333 Escalante Ave, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-updated-interiors-bbq-picnic/7928488557.html,2026-04-18T06:24:09.124268,craigslist
LUXURY LIVING ~ PRESTIGIOUS SETTING,2487,"$2,487",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-luxury-living-prestigious-setting/7928488537.html,2026-04-18T06:24:09.124312,craigslist
Chic Dallas Uptown Living!,2447,"$2,447",DALLAS/WEST VILLAGE,https://dallas.craigslist.org/dal/apa/d/dallas-chic-dallas-uptown-living/7928488490.html,2026-04-18T06:24:09.124357,craigslist
"Onsite management, Laundry facility, Heat included",700,$700,"14018 Brookgreen Drive, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-onsite-management-laundry/7926727892.html,2026-04-18T06:24:09.124402,craigslist
LUXURY LIVING ~ PRESTIGIOUS SETTING W/ UP TO 6 WEEKS FREE,3903,"$3,903",Uptown/ Oaklawn/ Highland Park,https://dallas.craigslist.org/dal/apa/d/dallas-luxury-living-prestigious/7928488351.html,2026-04-18T06:24:09.124446,craigslist
"Flat Screen TVs, Elevator, Microwave",291,$291,north DFW,https://dallas.craigslist.org/ndf/apa/d/dallas-flat-screen-tvs-elevator/7926259122.html,2026-04-18T06:24:09.124493,craigslist
WESTERN CHARM ~ LUXE AMENITIES - MONTH FREE,1225,"$1,225",Grapevine/ Roanoke/ Keller,https://dallas.craigslist.org/ftw/apa/d/fort-worth-western-charm-luxe-amenities/7928488167.html,2026-04-18T06:24:09.124538,craigslist
"1 BD, Pet Waste Stations, Patio or Balcony",949,$949,"350 Shady Ln Dr, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-bd-pet-waste-stations-patio/7923058885.html,2026-04-18T06:24:09.124583,craigslist
Unbeatable Ambiance ~ Floor to Ceiling Windows,3020,"$3,020",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-unbeatable-ambiance-floor-to/7928488055.html,2026-04-18T06:24:09.124631,craigslist
"Walk to Trendy Bars, Restaurants, & the Dallas Museum of Art",3466,"$3,466",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-walk-to-trendy-bars-restaurants/7928487971.html,2026-04-18T06:24:09.124675,craigslist
"Disability access, Window coverings, 1/bd 1/ba",775,$775,"2501 Webb Chapel Ext, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-disability-access-window/7923188216.html,2026-04-18T06:24:09.124739,craigslist
VICTORY PARK HI RISE W/ CONCIERGE AND HEATED POOL,2938,"$2,938",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-victory-park-hi-rise-concierge/7928487920.html,2026-04-18T06:24:09.124790,craigslist
Elevate Your LifeSTYLE ~ Floor to Ceiling Windows ~ Up to 6 WEEKS FREE,1840,"$1,840",North Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-elevate-your-lifestyle-floor-to/7928487775.html,2026-04-18T06:24:09.124836,craigslist
SERENE SOPHISTICATION ~ COVETED ADDRESS,1600,"$1,600",Las Colinas/ Valley Ranch/ Coppell,https://dallas.craigslist.org/mdf/apa/d/irving-serene-sophistication-coveted/7928487713.html,2026-04-18T06:24:09.124883,craigslist
"Skyline Views, Heated Pool ~ Up to 6 WEEKS FREE!",1718,"$1,718",North Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-skyline-views-heated-pool-up-to/7928487663.html,2026-04-18T06:24:09.124928,craigslist
"Breakfast bar, spacious living room and bedrooms, w/d connections!",1375,"$1,375",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-breakfast-bar-spacious-living/7926973943.html,2026-04-18T06:24:09.124974,craigslist
Residences with Perspective ~ Credit issues-ok - Second Chance,2050,"$2,050",Las Colinas/ Valley Ranch/ Coppell,https://dallas.craigslist.org/mdf/apa/d/irving-residences-with-perspective/7928487506.html,2026-04-18T06:24:09.125019,craigslist
Ready to lease! 2 bed 2 bath home. Check us out!,1499,"$1,499",Dallas - Dallas,https://dallas.craigslist.org/dal/apa/d/balch-springs-ready-to-lease-bed-bath/7926704067.html,2026-04-18T06:24:09.125095,craigslist
"Ceiling Fans, Online Resident Portal, Pet-friendly",1145,"$1,145",north DFW,https://dallas.craigslist.org/ndf/apa/d/rockwall-ceiling-fans-online-resident/7922400547.html,2026-04-18T06:24:09.125148,craigslist
2 level 1 bedroom Townhome ready for move-in Call to schedule a  tour!,1285,"$1,285","3130 Lombardy Ln, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-level-bedroom-townhome-ready-for/7928035222.html,2026-04-18T06:24:09.125220,craigslist
"W/D Hookup, Fireplace, Walk-In Closet",825,$825,"7610 Skillman St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-d-hookup-fireplace-walk-in-closet/7927189470.html,2026-04-18T06:24:09.125270,craigslist
"1/bd 1/ba, Situated in Bedford!, On-Site Management Team",1125,"$1,125","bedford,TX",https://dallas.craigslist.org/mdf/apa/d/bedford-bd-ba-situated-in-bedford-on/7920735498.html,2026-04-18T06:24:09.125317,craigslist
"24-Hour On Call Emergency Maintenance, Soaking Tubs, Spacious Closets",1480,"$1,480","2801 Turnberry Dr, Arlington, TX",https://dallas.craigslist.org/mdf/apa/d/arlington-24-hour-on-call-emergency/7926597898.html,2026-04-18T06:24:09.125364,craigslist
"Short-Term Stay, Long-Term Comfort - Special Offer!",1399,"$1,399","4505 N Interstate 35, Denton, TX",https://dallas.craigslist.org/ndf/apa/d/denton-short-term-stay-long-term/7926597277.html,2026-04-18T06:24:09.125409,craigslist
Ready to Move? Ventana Ridge Offers Specials + $20 Gas Gift Cards!,1285,"$1,285","3130 Lombardy Ln, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-ready-to-move-ventana-ridge/7928485957.html,2026-04-18T06:24:09.125455,craigslist
"Dive into Dallas's vibe! Perfect 1 bed, 1 bath location.",1150,"$1,150",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-dive-into-dallass-vibe-perfect/7926040042.html,2026-04-18T06:24:09.125502,craigslist
Ideal location! Close to everything! 1 bed / 1 bath! 684 Sqft!,1540,"$1,540",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-ideal-location-close-to/7925231570.html,2026-04-18T06:24:09.125676,craigslist
Charming 3 Bedroom – Stylish & City Living,1499,"$1,499",The Link Apartments,https://dallas.craigslist.org/dal/apa/d/dallas-charming-bedroom-stylish-city/7922031882.html,2026-04-18T06:24:09.125727,craigslist
"On-Site Maintenance, Refrigerator, Playground",945,$945,"4328 Duck Creek Dr, Garland, TX",https://dallas.craigslist.org/mdf/apa/d/garland-on-site-maintenance/7921968326.html,2026-04-18T06:24:09.125776,craigslist
"Spacious Closets, Resident Referral Program, Private Balcony or Patio",930,$930,"2700 Martin Dr, Bedford, TX",https://dallas.craigslist.org/mdf/apa/d/bedford-spacious-closets-resident/7925463722.html,2026-04-18T06:24:09.125822,craigslist
APPLY TODAY $25 APPLICATION / $599 1ST MONTH,1200,"$1,200","2333 Escalante Ave, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-apply-today-25-application/7928035213.html,2026-04-18T06:24:09.125868,craigslist
"Dog Park, Wi-Fi at Pool and Clubhouse, Laundry Facilities",1374,"$1,374","9050 Markville Drive, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-dog-park-wi-fi-at-pool-and/7926247723.html,2026-04-18T06:24:09.125913,craigslist
"Snuggle up with FIDO in our charming 1 bd, 1 ba! We're pet-friendly!",795,$795,Fort Worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-snuggle-up-with-fido-in-our/7927984897.html,2026-04-18T06:24:09.125958,craigslist
"A Dallas gem! 2 bed, 1 bath in the city's best spot.",1915,"$1,915",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-dallas-gem-bed-bath-in-the-citys/7926472499.html,2026-04-18T06:24:09.126006,craigslist
Picturesque views - right outside your window! Visit today!,1124,"$1,124",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-picturesque-views-right-outside/7926472462.html,2026-04-18T06:24:09.126077,craigslist
Your dog or cat is welcome! Amazing pet-friendly 1 BR / 1 BA!,1124,"$1,124",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-your-dog-or-cat-is-welcome/7927435208.html,2026-04-18T06:24:09.126131,craigslist
2 Bed / 1 Bath. We welcome your pets! Ask about our pet policy!,1384,"$1,384",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-bed-bath-we-welcome-your-pets/7927435188.html,2026-04-18T06:24:09.126191,craigslist
"Online Payments Available, Pool, Close to Airport",825,$825,"7610 Skillman St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-online-payments-available-pool/7928483719.html,2026-04-18T06:24:09.126236,craigslist
"1 BD, Situated in Dallas!, Open-concept",825,$825,"3565 Timberglen Rd, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-bd-situated-in-dallas-open/7923022708.html,2026-04-18T06:24:09.126293,craigslist
"Spacious, w/d connections, assigned covered parking, fireplace & more",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-spacious-d-connections-assigned/7928483537.html,2026-04-18T06:24:09.126356,craigslist
ST PATRICK'S SPECIAL!! $0 DEPOSIT,1310,"$1,310",EAST DALLAS,https://dallas.craigslist.org/dal/apa/d/dallas-st-patricks-special-deposit/7919388267.html,2026-04-18T06:24:09.126402,craigslist
"Dog Park, Wi-Fi At Pool And Clubhouse, Fitness Center",1474,"$1,474","248 E Southwest Pkwy, Lewisville, TX",https://dallas.craigslist.org/ndf/apa/d/lewisville-dog-park-wi-fi-at-pool-and/7926868002.html,2026-04-18T06:24:09.126448,craigslist
"Patio/Balcony, Playground, Covered Parking",1300,"$1,300","2333 Escalante Ave, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-patio-balcony-playground/7928483334.html,2026-04-18T06:24:09.126494,craigslist
"Quality 2 bed, 2 bath with the amenities you desire! 1032 Sq Feet!",1390,"$1,390",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-quality-bed-bath-with-the/7926682335.html,2026-04-18T06:24:09.126539,craigslist
"Rest and relax in our tranquil 1 bed, 1 bath in Dallas",1445,"$1,445",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-rest-and-relax-in-our-tranquil/7926682084.html,2026-04-18T06:24:09.126584,craigslist
Luxurious 1 bed / 1 bath available with convenient washer & dryer,704,$704,Dallas - Frasier Dam Park Trails,https://dallas.craigslist.org/dal/apa/d/dallas-luxurious-bed-bath-available/7926404209.html,2026-04-18T06:24:09.126630,craigslist
"Unmatched design, unparalleled comfort: Your dream 1 BR is here.",824,$824,Dallas - Frasier Dam Park Trails,https://dallas.craigslist.org/dal/apa/d/dallas-unmatched-design-unparalleled/7926404041.html,2026-04-18T06:24:09.126674,craigslist
Fully equipped kitchen includes convenient trash compactor,2455,"$2,455",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-fully-equipped-kitchen-includes/7927543603.html,2026-04-18T06:24:09.126722,craigslist
Wow! This 1 Bedroom is simply stunning! Visit today! 632 Sq Ft!,1150,"$1,150",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-wow-this-bedroom-is-simply/7927543635.html,2026-04-18T06:24:09.126770,craigslist
"Close to shopping, Spacious floorplans, Open-concept",1040,"$1,040","14000 Esperanza Road, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-close-to-shopping-spacious/7926724191.html,2026-04-18T06:24:09.126846,craigslist
April Special!!,1310,"$1,310","4211 San Jacinto St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-april-special/7928482765.html,2026-04-18T06:24:09.126898,craigslist
"Let us help you find your next home! Check out this 1 bed, 1 bath!",874,$874,Fort Worth,https://dallas.craigslist.org/ftw/apa/d/arlington-let-us-help-you-find-your/7925044155.html,2026-04-18T06:24:09.126959,craigslist
Unleash boundless possibilities: Your dream 1 BR is just a call away.,998,$998,Fort Worth,https://dallas.craigslist.org/ftw/apa/d/arlington-unleash-boundless/7926432744.html,2026-04-18T06:24:09.127007,craigslist
You will love the Renaissance at River Oaks,1300,"$1,300","Houston, TX",https://dallas.craigslist.org/dal/apa/d/houston-you-will-love-the-renaissance/7921562112.html,2026-04-18T06:24:09.127054,craigslist
"Free Parking, Dogs Welcome, Business Center",1699,"$1,699","9020 Rasor Boulevard, Plano, TX",https://dallas.craigslist.org/ndf/apa/d/plano-free-parking-dogs-welcome/7923266474.html,2026-04-18T06:24:09.127103,craigslist
"Your Ideal Stay - Affordable Monthly Rates, No Deposit Needed!",1539,"$1,539","3401 N Central Expy N, McKinney, TX",https://dallas.craigslist.org/ndf/apa/d/mckinney-your-ideal-stay-affordable/7927921713.html,2026-04-18T06:24:09.127155,craigslist
"Prime Location, Gated Commnunity!!",1075,"$1,075",The Link Apartments!!,https://dallas.craigslist.org/dal/apa/d/dallas-prime-location-gated-commnunity/7926628142.html,2026-04-18T06:24:09.127200,craigslist
You will love this 2 bed / 2 bath. A Higher Quality of Living!,1175,"$1,175",Dallas - Dallas,https://dallas.craigslist.org/dal/apa/d/balch-springs-you-will-love-this-bed/7927901264.html,2026-04-18T06:24:09.127246,craigslist
"Amplio espacio verde, vestidor, apto para bicicletas",1275,"$1,275","11457 Dennis Rd, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-amplio-espacio-verde-vestidor/7922425992.html,2026-04-18T06:24:09.127291,craigslist
HOME FOR SALE! #182,1850,"$1,850",SOUTHFORK DENTON,https://dallas.craigslist.org/ndf/apa/d/denton-home-for-sale-182/7926487469.html,2026-04-18T06:24:09.127335,craigslist
HOME FOR SALE/RENT! #370,2000,"$2,000",REDWOOD AT THE LAKE,https://dallas.craigslist.org/ndf/apa/d/wylie-home-for-sale-rent-370/7926422838.html,2026-04-18T06:24:09.127380,craigslist
HOME FOR SALE/RENT! #319,1950,"$1,950",REDWOOD AT THE LAKE,https://dallas.craigslist.org/ndf/apa/d/wylie-home-for-sale-rent-319/7926421504.html,2026-04-18T06:24:09.127425,craigslist
HOME FOR SALE/RENT! #380,2250,"$2,250",REDWOOD AT THE LAKE,https://dallas.craigslist.org/ndf/apa/d/wylie-home-for-sale-rent-380/7926422312.html,2026-04-18T06:24:09.127469,craigslist
HOME FOR SALE/RENT! #207,1900,"$1,900",REDWOOD AT THE LAKE,https://dallas.craigslist.org/ndf/apa/d/wylie-home-for-sale-rent-207/7926420712.html,2026-04-18T06:24:09.127514,craigslist
HOME FOR RENT!,1750,"$1,750",north DFW,https://dallas.craigslist.org/ndf/apa/d/denton-home-for-rent/7923291361.html,2026-04-18T06:24:09.127560,craigslist
HOME FOR RENT!,1490,"$1,490",north DFW,https://dallas.craigslist.org/ndf/apa/d/denton-home-for-rent/7923290240.html,2026-04-18T06:24:09.127603,craigslist
HOME FOR SALE/RENT! #2,1799,"$1,799",DENTON FALLS,https://dallas.craigslist.org/ndf/apa/d/denton-home-for-sale-rent/7926683766.html,2026-04-18T06:24:09.127649,craigslist
HOME FOR RENT! #182,1850,"$1,850",SOUTHFORK DENTON,https://dallas.craigslist.org/ndf/apa/d/denton-home-for-rent-182/7926704903.html,2026-04-18T06:24:09.127692,craigslist
HOME FOR SALE/RENT! #352,2050,"$2,050",REDWOOD AT THE LAKE,https://dallas.craigslist.org/ndf/apa/d/wylie-home-for-sale-rent-352/7926423305.html,2026-04-18T06:24:09.127737,craigslist
Move-In Special Alert — Ventana Ridge Apartments + Gas Card Promo!,1195,"$1,195",Luis Castro,https://dallas.craigslist.org/ndf/apa/d/dallas-move-in-special-alert-ventana/7928480059.html,2026-04-18T06:24:09.127780,craigslist
"2 bed 2 bath, $1149 1050 sq ft. $99 FIRST MONTHS RENT SPECIAL",1149,"$1,149",fort worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-bed-bath-sq-ft-99-first/7925447513.html,2026-04-18T06:24:09.127849,craigslist
"Air Conditioner, Recycling, Stainless Steel Appliances",825,$825,"7610 Skillman St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-air-conditioner-recycling/7928029869.html,2026-04-18T06:24:09.127898,craigslist
"Onsite management, Air conditioning, Close to schools",1040,"$1,040","14000 Esperanza Road, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-onsite-management-air/7926280353.html,2026-04-18T06:24:09.127945,craigslist
"In Dallas, High speed internet access, 1BD 1BA",775,$775,"2501 Webb Chapel Ext, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-in-dallas-high-speed-internet/7923906598.html,2026-04-18T06:24:09.127992,craigslist
"Fabulous 629 sq ft 1 bed, 1 bath in sought-after Dallas area",1050,"$1,050",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-fabulous-629-sq-ft-bed-bath-in/7925230927.html,2026-04-18T06:24:09.128038,craigslist
"Settle in, Spread Out: Find Your Happy Place!",1050,"$1,050",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-settle-in-spread-out-find-your/7926026634.html,2026-04-18T06:24:09.128084,craigslist
"Window Coverings, W/D Hookup, Electronic Thermostat",995,$995,"1400 Shady Ln, Bedford, TX",https://dallas.craigslist.org/mdf/apa/d/bedford-window-coverings-d-hookup/7926262643.html,2026-04-18T06:24:09.128128,craigslist
"3B/2B, Off-Street Parking, in Bedford TX",1700,"$1,700","bedford,TX",https://dallas.craigslist.org/mdf/apa/d/bedford-3b-2b-off-street-parking-in/7922398562.html,2026-04-18T06:24:09.128171,craigslist
"Wood Burning Fireplace, Clubhouse, Controlled Access Gated Community",1475,"$1,475","2801 Turnberry Dr, Arlington, TX",https://dallas.craigslist.org/mdf/apa/d/arlington-wood-burning-fireplace/7926643299.html,2026-04-18T06:24:09.128217,craigslist
"Flat Screen TVs, Close to Freeway, Free Parking",291,$291,north DFW,https://dallas.craigslist.org/ndf/apa/d/dallas-flat-screen-tvs-close-to-freeway/7925775489.html,2026-04-18T06:24:09.128261,craigslist
"Manager's Special: No Lease, No Deposit Required",1689,"$1,689","380 W Lyndon B Johnson Fwy, Irving, TX",https://dallas.craigslist.org/ndf/apa/d/irving-managers-special-no-lease-no/7927971853.html,2026-04-18T06:24:09.128308,craigslist
"Built in Bookcases, Fireplaces, 1 Bed",1175,"$1,175",The Link Apartments!,https://dallas.craigslist.org/dal/apa/d/dallas-built-in-bookcases-fireplaces-bed/7926633743.html,2026-04-18T06:24:09.128352,craigslist
First month Freeeeee!!! Come visit and spring save @ Northaven!,1600,"$1,600","11457 Dennis Rd, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-first-month-freeeeee-come-visit/7926905720.html,2026-04-18T06:24:09.128400,craigslist
MOVE IN ASAP!! one bedroom PRIVATE fully furnished available,450,$450,dallas,https://dallas.craigslist.org/dal/apa/d/dallas-move-in-asap-one-bedroom-private/7926697791.html,2026-04-18T06:24:09.128446,craigslist
"It's more than a home, it's a lifestyle. Join us!",825,$825,Fort Worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-its-more-than-home-its/7927984925.html,2026-04-18T06:24:09.128491,craigslist
Spacious 700 sq ft 2 bed and luxurious amenities at Turtle Dove II Apa,1450,"$1,450",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-spacious-700-sq-ft-bed-and/7923648799.html,2026-04-18T06:24:09.128536,craigslist
"Explore, dream, settle. Your new journey starts with this 1 BR.",1264,"$1,264",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-explore-dream-settle-your-new/7926454876.html,2026-04-18T06:24:09.128581,craigslist
Magnificent views await you at Turtle Dove I Apartments,1239,"$1,239",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-magnificent-views-await-you-at/7927434945.html,2026-04-18T06:24:09.128626,craigslist
A home to adore. Our 2 BR is a must-see.,1384,"$1,384",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-home-to-adore-our-br-is-must-see/7927434750.html,2026-04-18T06:24:09.128670,craigslist
"Hardwood Floors, Patio Space  – French Quarter, 1 Fitness Centers",1285,"$1,285","4123 San Jacinto St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-hardwood-floors-patio-space/7928476380.html,2026-04-18T06:24:09.128714,craigslist
"Two Sparkling Swimming Pools, Ceiling Fans, Dishwasher",1154,"$1,154","595 S Old Orchard Ln, Lewisville, TX",https://dallas.craigslist.org/ndf/apa/d/lewisville-two-sparkling-swimming-pools/7925435814.html,2026-04-18T06:24:09.128758,craigslist
"Dishwasher, Air Conditioner, Electronic Thermostat",1195,"$1,195","701 W Buckingham Rd, Garland, TX",https://dallas.craigslist.org/ndf/apa/d/garland-dishwasher-air-conditioner/7927529813.html,2026-04-18T06:24:09.128822,craigslist
Your New Apartment Alternative Awaits - 1st Month Manager's Special!,1539,"$1,539","6801 K Ave, Plano, TX",https://dallas.craigslist.org/ndf/apa/d/plano-your-new-apartment-alternative/7926202466.html,2026-04-18T06:24:09.128872,craigslist
Cuddle with your pets in our cozy 2 Bed / 1 Bath. Visit today!,1269,"$1,269",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-cuddle-with-your-pets-in-our/7926682043.html,2026-04-18T06:24:09.128921,craigslist
Four-legged friends welcome! Enjoy our pet-friendly 2 BD / 1 BA.,1264,"$1,264",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-four-legged-friends-welcome/7923741258.html,2026-04-18T06:24:09.128966,craigslist
"Pay Monthly, Stress-Free - No Lease, No Deposit Required!",1507,"$1,507","12745 N Fwy, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-pay-monthly-stress-free-no/7927983167.html,2026-04-18T06:24:09.129012,craigslist
Vibrant Living Meets Cozy Retreats: Your Next Home Awaits Here!,1250,"$1,250",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-vibrant-living-meets-cozy/7927543675.html,2026-04-18T06:24:09.129059,craigslist
Travelling by bus? We're near the line! 1 br / 1 ba!,1255,"$1,255",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-travelling-by-bus-were-near-the/7925135492.html,2026-04-18T06:24:09.129104,craigslist
"Rooftop Lounge – Vintage Building, Hardwood Floors, Modern Finishes",1395,"$1,395","4201 San Jacinto St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-rooftop-lounge-vintage-building/7927826297.html,2026-04-18T06:24:09.129150,craigslist
Rushmoore Addition Furnished Home on Treeview,2800,"$2,800",fort worth,https://dallas.craigslist.org/ftw/apa/d/arlington-rushmoore-addition-furnished/7928475899.html,2026-04-18T06:24:09.129195,craigslist
"Modern Finishes, Updated Interiors, Laundry Facilities",1300,"$1,300","2333 Escalante Ave, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-modern-finishes-updated/7927578361.html,2026-04-18T06:24:09.129239,craigslist
"Carpeting, Hammocks, Hardwood Floors",1040,"$1,040","6603 E Lovers Ln, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-carpeting-hammocks-hardwood/7926709842.html,2026-04-18T06:24:09.129283,craigslist
"Recycling, Ceiling Fan, Swimming Pool",825,$825,"7610 Skillman St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-recycling-ceiling-fan-swimming/7928475113.html,2026-04-18T06:24:09.129331,craigslist
Spacious private Rooms  in Richardson,775,$775,dallas,https://dallas.craigslist.org/dal/apa/d/dallas-spacious-private-rooms-in/7928475568.html,2026-04-18T06:24:09.129374,craigslist
