title,price,price_raw,location,link,scraped_at,source,bedrooms,bathrooms,clean_location,price_category,price_per_bedroom
"Short-Term Stay, Long-Term Comfort - Special Offer!",399,$399,"3401 N Central Expy N, McKinney, TX",https://dallas.craigslist.org/ndf/apa/d/mckinney-short-term-stay-long-term/7927968489.html,2026-04-18T06:24:04.452607,craigslist,,,"3401 N Central Expy N, Mckinney",Budget,
"Patio/balcón privado, acceso controlado, barra de desayuno",1285,"$1,285","11457 Dennis Rd, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-patio-balcn-privado-acceso/7922443028.html,2026-04-18T06:24:04.452647,craigslist,,,"11457 Dennis Rd, Dallas",Premium,
GREAT SPECIALS 30 MINUTES FROM WORLD CUP STADIUM,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-great-specials-30-minutes-from/7928461558.html,2026-04-18T06:24:04.452686,craigslist,,,Dallas,Budget,
"Great floor-plan with w/d connection, fireplace, huge balcony & more!",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-great-floor-plan-with-d/7928461330.html,2026-04-18T06:24:04.452725,craigslist,,,Lake Highlands,Premium,
"BBQ/Picnic Area, Air Conditioning, Hardwood Flooring",291,$291,north DFW,https://dallas.craigslist.org/ndf/apa/d/dallas-bbq-picnic-area-air-conditioning/7927552909.html,2026-04-18T06:24:04.452766,craigslist,,,North Dfw,Budget,
We Help With Gas! Lease at Ventana Ridge & Get $20 Gift Card,1280,"$1,280","3130 Lombardy Ln, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-we-help-with-gas-lease-at/7928461166.html,2026-04-18T06:24:04.452806,craigslist,,,"3130 Lombardy Ln, Dallas",Premium,
"Located in Dallas, 1/BD 1/BA, Window coverings",1040,"$1,040","14000 Esperanza Road, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-located-in-dallas-bd-ba-window/7927561908.html,2026-04-18T06:24:04.452845,craigslist,,,"14000 Esperanza Road, Dallas",Mid-Range,
JINGLE JANGLE SPECIALS GOING ON ONLY 30 MINUTES FROM WORLD  CUP,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-jingle-jangle-specials-going-on/7928460995.html,2026-04-18T06:24:04.452887,craigslist,,,Dallas,Budget,
OFERTA ESPECIAL DEL GERENTE $269 POR UNA SEMANA MAS IMPUESTOS DEPOSITO,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-oferta-especial-del-gerente-269/7928460564.html,2026-04-18T06:24:04.453003,craigslist,,,Dallas,Budget,
LAUNDRY FACILITY ON SITE AND 2 FREE WIFI CODES WITH YOUR FIRST WEEK!,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-laundry-facility-on-site-and/7928460447.html,2026-04-18T06:24:04.453088,craigslist,,,Dallas,Budget,
NUEVO APARTAMENTO EN ALQUILER,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-nuevo-apartamento-en-alquiler/7928460246.html,2026-04-18T06:24:04.453129,craigslist,,,Dallas,Budget,
POT OF GOLD SAVINGS 2 FREE WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-pot-of-gold-savings-free-wifi/7928460118.html,2026-04-18T06:24:04.453211,craigslist,,,Dallas,Budget,
IF YOU MOVEIN TODAY YOU'LL EARN 2 FREE LINES OF WIFI FOR YOUR 1ST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-if-you-movein-today-youll-earn/7928459892.html,2026-04-18T06:24:04.453252,craigslist,,,Dallas,Budget,
KARATE CHOPPING PRICES DOWN WITH 2 FREE WIFI CODES FOR YOUR 1ST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-karate-chopping-prices-down-with/7928459754.html,2026-04-18T06:24:04.453293,craigslist,,,Dallas,Budget,
EARLY BIRD SPECIAL!  FREE WIFI FOR  FIRST WEEK!,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-early-bird-special-free-wifi-for/7928459352.html,2026-04-18T06:24:04.453374,craigslist,,,Dallas,Budget,
"2 bed 1 bath, $999, 950 sq ft. One Month Free Rent",1149,"$1,149",fort worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-bed-bath-sq-ft-one-month/7927554997.html,2026-04-18T06:24:04.453415,craigslist,2.0,1.0,Fort Worth,Mid-Range,574.0
WHATS BETTER THAN WALKING TO YOUR NEW HOME 2 FREE WIFI CODES!!!,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-whats-better-than-walking-to/7928459153.html,2026-04-18T06:24:04.453456,craigslist,,,Dallas,Budget,
WEEKLY AND MONTHLY RATES TO ACCOMMODATE YOU,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-weekly-and-monthly-rates-to/7928458791.html,2026-04-18T06:24:04.453496,craigslist,,,Dallas,Budget,
OOPS DROPED THE PRICES AGAIN 2 FREE WIFI FIRST WEEK,269,$269,DALLAS,https://dallas.craigslist.org/dal/apa/d/dallas-oops-droped-the-prices-again/7928458724.html,2026-04-18T06:24:04.453535,craigslist,,,Dallas,Budget,
ROPING IN THAT SPECIAL DEAL 2 FREE WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-roping-in-that-special-deal-free/7928458644.html,2026-04-18T06:24:04.453592,craigslist,,,Dallas,Budget,
ZIPPY ZIPPY ON YOUR WAY TO THE SPECIALS 2 FREE WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-zippy-zippy-on-your-way-to-the/7928458564.html,2026-04-18T06:24:04.453634,craigslist,,,Dallas,Budget,
MUMMY  YOUR WAY TO THE GREAT DEALS 2 WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-mummy-your-way-to-the-great/7928458400.html,2026-04-18T06:24:04.453713,craigslist,,,Dallas,Budget,
COME BE PART OF OUR FAMILY 2 FREE WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-come-be-part-of-our-family-free/7928458287.html,2026-04-18T06:24:04.453752,craigslist,,,Dallas,Budget,
HIP HOP ON DOWN FOR BEST DEALS 2 FREE WIFI FOR THE FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-hip-hop-on-down-for-best-deals/7928458178.html,2026-04-18T06:24:04.453796,craigslist,,,Dallas,Budget,
SIN CONTRATO DE ARRENDAMIENTO! ¡MÚDATE HOY Y RECIBE 2 LÍNEAS DE WIFI P,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-sin-contrato-de-arrendamiento/7928458069.html,2026-04-18T06:24:04.453836,craigslist,,,Dallas,Budget,
"A world of style: Exceptional 1 BR, 684 Sq Ft spaces!",1150,"$1,150",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-world-of-style-exceptional-br/7926026506.html,2026-04-18T06:24:04.453875,craigslist,1.0,,Dallas,Mid-Range,1150.0
Spacious and beautiful. Consider your new 1 bed / 1 bath found!,1150,"$1,150",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-spacious-and-beautiful-consider/7926026460.html,2026-04-18T06:24:04.453917,craigslist,1.0,1.0,Dallas,Mid-Range,1150.0
BEST LOCATION FOR ALL YOUR NEEDS 2 FREE WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-best-location-for-all-your-needs/7928457984.html,2026-04-18T06:24:04.454152,craigslist,,,Dallas,Budget,
ALL BILLS PAID & FURNISHED 2 FREE WIFI WITH YOUR 1ST WEEK'S STAY!,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-all-bills-paid-furnished-free/7928457893.html,2026-04-18T06:24:04.454287,craigslist,,,Dallas,Budget,
HOME SWEET HOME... +tax and deposit,279,$279,ADDISON,https://dallas.craigslist.org/dal/apa/d/addison-home-sweet-home-tax-and-deposit/7922789874.html,2026-04-18T06:24:04.454333,craigslist,,,Addison,Budget,
"TMLP 14-mo. | Wood Style Floors, Recessed Entertainment Niche",1600,"$1,600",fort worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-tmlp-14-mo-wood-style-floors/7928457608.html,2026-04-18T06:24:04.454418,craigslist,,,Fort Worth,Premium,
Apartments for rent Weekly and Monthly rates available,279,$279,15130 Marsh Lane,https://dallas.craigslist.org/dal/apa/d/addison-apartments-for-rent-weekly-and/7924061788.html,2026-04-18T06:24:04.454461,craigslist,,,15130 Marsh Lane,Budget,
DONT JUST DRIVE BY STOP BY 2 FREE WIFI CODES FOR YOUR 1ST WEEK!,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-dont-just-drive-by-stop-by-free/7928457569.html,2026-04-18T06:24:04.454502,craigslist,,,Dallas,Budget,
"Dallas's finest! 1 bed, 1 bath in a can't-miss location.",885,$885,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-dallass-finest-bed-bath-in-cant/7926603033.html,2026-04-18T06:24:04.454542,craigslist,1.0,1.0,Dallas,Mid-Range,885.0
This beautiful apartment is waiting for you,279,$279,15130 Marsh Lane,https://dallas.craigslist.org/dal/apa/d/addison-this-beautiful-apartment-is/7924664178.html,2026-04-18T06:24:04.454585,craigslist,,,15130 Marsh Lane,Budget,
"Find your space! Cool 2 BR, 1 BA, 889 Sq Ft.",1115,"$1,115",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-find-your-space-cool-br-ba-889/7926603003.html,2026-04-18T06:24:04.454628,craigslist,2.0,1.0,Dallas,Mid-Range,558.0
Todos los biles pagados Llamenos hoy mismo,279,$279,15130 marsh lane,https://dallas.craigslist.org/dal/apa/d/addison-todos-los-biles-pagados/7919859038.html,2026-04-18T06:24:04.454669,craigslist,,,15130 Marsh Lane,Budget,
"Cable Ready, On-Site Management, Ceiling Fan",1299,"$1,299","1400 Shady Ln, Bedford, TX",https://dallas.craigslist.org/mdf/apa/d/bedford-cable-ready-on-site-management/7926219015.html,2026-04-18T06:24:04.454709,craigslist,,,"1400 Shady Ln, Bedford",Premium,
Get a roof over your head TODAY - Immediate availability +tax and dep.,279,$279,Addison,https://dallas.craigslist.org/dal/apa/d/addison-get-roof-over-your-head-today/7919859101.html,2026-04-18T06:24:04.454750,craigslist,,,Addison,Budget,
GOING ONCE GOING TWICE  SALE 2 FREE WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-going-once-going-twice-sale-free/7928457471.html,2026-04-18T06:24:04.454812,craigslist,,,Dallas,Budget,
Big kitchens with full size appliances,279,$279,15130 marsh lane,https://dallas.craigslist.org/dal/apa/d/addison-big-kitchens-with-full-size/7919859241.html,2026-04-18T06:24:04.454859,craigslist,,,15130 Marsh Lane,Budget,
Great Manager Special + tax and deposit,279,$279,15130 Marsh Ln Addison TX,https://dallas.craigslist.org/dal/apa/d/addison-great-manager-special-tax-and/7919860466.html,2026-04-18T06:24:04.454907,craigslist,,,15130 Marsh Ln Addison,Budget,
Great Manager special,279,$279,15130 Marsh Ln Addison TX,https://dallas.craigslist.org/dal/apa/d/addison-great-manager-special/7919861552.html,2026-04-18T06:24:04.454946,craigslist,,,15130 Marsh Ln Addison,Budget,
Fully furnished apartments with Queen Size Beds,279,$279,15130 marsh lane,https://dallas.craigslist.org/dal/apa/d/addison-fully-furnished-apartments-with/7919860250.html,2026-04-18T06:24:04.454986,craigslist,,,15130 Marsh Lane,Budget,
ROSES ARE RED VIOLET ARE BLUE WE WANT YOU,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-roses-are-red-violet-are-blue-we/7928457376.html,2026-04-18T06:24:04.455024,craigslist,,,Dallas,Budget,
We offer HDTV with Free Cable Ready (plus Dep/Fees),279,$279,15130 marsh lane,https://dallas.craigslist.org/dal/apa/d/addison-we-offer-hdtv-with-free-cable/7924061459.html,2026-04-18T06:24:04.455063,craigslist,,,15130 Marsh Lane,Budget,
"No Verificamos Credito, Ni Contratos,",279,$279,15130 Marsh Lane,https://dallas.craigslist.org/dal/apa/d/addison-no-verificamos-credito-ni/7925747550.html,2026-04-18T06:24:04.455101,craigslist,,,15130 Marsh Lane,Budget,
Live Like Nobody Else Has (Literally!) Brand New Luxury Apartments!,2285,"$2,285","Grand Prairie, Mansfield, Midlothian",https://dallas.craigslist.org/dal/apa/d/midlothian-live-like-nobody-else-has/7928457314.html,2026-04-18T06:24:04.455142,craigslist,,,"Grand Prairie, Mansfield, Midlothian",Luxury,
HEW HAW GIDDIDY UP ON DOWN TO THE BEST PRICES IN TOWN,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-hew-haw-giddidy-up-on-down-to/7928457281.html,2026-04-18T06:24:04.455183,craigslist,,,Dallas,Budget,
